referrer,views_total,views_unique
Google,43,7
inmap.run,39,6
pkg.go.dev,35,2
pnas.org,26,1
yandex.kz,2,1
groups.google.com,2,1
github.com,2,1
spatialmodel.com,2,1
Yahoo,1,1
yandex.ru,1,1
