time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-27 00:00:00+00:00,9,9,10.0,4.0
2025-07-28 00:00:00+00:00,7,7,15.0,7.0
2025-07-29 00:00:00+00:00,8,8,27.0,4.0
2025-07-30 00:00:00+00:00,5,5,13.0,7.0
2025-07-31 00:00:00+00:00,3,3,18.0,3.0
2025-08-01 00:00:00+00:00,7,7,19.0,4.0
2025-08-02 00:00:00+00:00,3,3,75.0,4.0
2025-08-03 00:00:00+00:00,5,4,3.0,2.0
2025-08-04 00:00:00+00:00,2,2,12.0,6.0
2025-08-05 00:00:00+00:00,5,5,17.0,5.0
2025-08-06 00:00:00+00:00,2,2,10.0,4.0
2025-08-07 00:00:00+00:00,2,2,46.0,6.0
2025-08-08 00:00:00+00:00,9,9,1.0,1.0
2025-08-09 00:00:00+00:00,1,1,,
