time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-21 00:00:00+00:00,6,3,12.0,6.0
2024-04-22 00:00:00+00:00,2,2,74.0,8.0
2024-04-23 00:00:00+00:00,8,4,94.0,10.0
2024-04-24 00:00:00+00:00,6,3,41.0,11.0
2024-04-25 00:00:00+00:00,2,2,63.0,7.0
2024-04-26 00:00:00+00:00,4,4,61.0,4.0
2024-04-27 00:00:00+00:00,2,2,5.0,4.0
2024-04-28 00:00:00+00:00,2,2,3.0,2.0
2024-04-29 00:00:00+00:00,7,4,8.0,5.0
2024-04-30 00:00:00+00:00,3,3,43.0,8.0
2024-05-01 00:00:00+00:00,15,8,93.0,9.0
2024-05-02 00:00:00+00:00,5,4,126.0,5.0
2024-05-03 00:00:00+00:00,2,2,51.0,7.0
2024-05-04 00:00:00+00:00,2,2,,
