referrer,views_total,views_unique
Google,77,19
inmap.run,36,13
pkg.go.dev,20,3
zenodo.org,13,4
spatialmodel.com,12,4
Bing,9,1
groups.google.com,6,4
github.com,4,4
mail.google.com,4,1
link.zhihu.com,1,1
