url_path,views_total,views_unique
/spatialmodel/inmap,52,35
/spatialmodel/inmap/releases,22,16
/spatialmodel/inmap/blob/master/website/static/blog/2019-04-20-sr/sr_example.ipynb,8,2
/spatialmodel/inmap/blob/master/eval/nei2005Config.toml,5,4
/spatialmodel/inmap/tree/master/cmd/inmap,4,4
/spatialmodel/inmap/releases/tag/v1.9.6,4,3
/spatialmodel/inmap/issues,3,3
/spatialmodel/inmap/tree/master/emissions,3,3
/spatialmodel/inmap/blob/master/docs/geos-chem.md,3,2
/spatialmodel/inmap/wiki,3,2
