referrer,views_total,views_unique
inmap.run,215,18
Google,122,24
github.com,70,8
pkg.go.dev,37,3
spatialmodel.com,5,2
notebooks.githubusercontent.com,2,1
Bing,1,1
groups.google.com,1,1
