url_path,views_total,views_unique
/spatialmodel/inmap,101,63
/spatialmodel/inmap/releases,50,20
/spatialmodel/inmap/tree/master/cmd/inmap,13,8
/spatialmodel/inmap/actions,12,1
/spatialmodel/inmap/releases/tag/v1.10.0-beta.1,11,6
/spatialmodel/inmap/search,9,3
/spatialmodel/inmap/issues,8,6
/spatialmodel/inmap/pulls,8,6
/spatialmodel/inmap/blob/master/cmd/inmap/configExample.toml,7,6
/spatialmodel/inmap/blob/master/eval/nei2005Config.toml,7,5
