time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-01 00:00:00+00:00,3,3,2.0,2.0
2025-09-02 00:00:00+00:00,4,4,5.0,5.0
2025-09-03 00:00:00+00:00,1,1,6.0,3.0
2025-09-04 00:00:00+00:00,12,10,5.0,3.0
2025-09-05 00:00:00+00:00,6,6,7.0,4.0
2025-09-06 00:00:00+00:00,6,6,6.0,2.0
2025-09-07 00:00:00+00:00,39,32,9.0,4.0
2025-09-08 00:00:00+00:00,21,13,56.0,15.0
2025-09-09 00:00:00+00:00,30,30,5.0,5.0
2025-09-10 00:00:00+00:00,57,46,78.0,11.0
2025-09-11 00:00:00+00:00,72,56,4.0,4.0
2025-09-12 00:00:00+00:00,5,5,24.0,6.0
2025-09-13 00:00:00+00:00,74,65,,
2025-09-14 00:00:00+00:00,50,37,2.0,1.0
