time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-10-28 00:00:00+00:00,4,4,29,6
2023-10-29 00:00:00+00:00,3,3,75,8
2023-10-30 00:00:00+00:00,2,2,127,13
2023-10-31 00:00:00+00:00,1,1,70,19
2023-11-01 00:00:00+00:00,3,3,51,9
2023-11-02 00:00:00+00:00,1,1,26,9
2023-11-03 00:00:00+00:00,1,1,149,14
2023-11-04 00:00:00+00:00,1,1,81,5
2023-11-05 00:00:00+00:00,2,2,168,5
2023-11-06 00:00:00+00:00,2,2,64,9
2023-11-07 00:00:00+00:00,1,1,170,9
2023-11-08 00:00:00+00:00,2,2,32,11
2023-11-09 00:00:00+00:00,1,1,33,10
2023-11-10 00:00:00+00:00,1,1,20,7
