time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-28 00:00:00+00:00,4.0,1.0,11,5
2024-11-29 00:00:00+00:00,,,15,2
2024-11-30 00:00:00+00:00,2.0,1.0,6,1
2024-12-01 00:00:00+00:00,,,55,2
2024-12-02 00:00:00+00:00,7.0,3.0,10,5
2024-12-03 00:00:00+00:00,,,19,7
2024-12-04 00:00:00+00:00,3.0,1.0,5,5
2024-12-05 00:00:00+00:00,2.0,1.0,43,9
2024-12-06 00:00:00+00:00,,,11,5
2024-12-07 00:00:00+00:00,2.0,2.0,7,5
2024-12-08 00:00:00+00:00,2.0,1.0,22,5
2024-12-09 00:00:00+00:00,2.0,2.0,49,10
2024-12-10 00:00:00+00:00,4.0,3.0,11,9
2024-12-11 00:00:00+00:00,4.0,3.0,36,4
