url_path,views_total,views_unique
/spatialmodel/inmap,63,33
/spatialmodel/inmap/releases,33,14
/spatialmodel/inmap/blob/master/docs/emissions.md,17,7
/spatialmodel/inmap/blob/master/cmd/inmap/configExample.toml,16,5
/spatialmodel/inmap/tree/master/cmd/inmap,13,6
/spatialmodel/inmap/tree/master/emissions/aep,12,2
/spatialmodel/inmap/tree/v1.9.6,12,1
/spatialmodel/inmap/blob/master/eval/nei2005Config.toml,10,4
/spatialmodel/inmap/tree/master/emissions,10,3
/spatialmodel/inmap/releases/tag/v1.9.6,8,6
