referrer,views_total,views_unique
inmap.run,73,16
pkg.go.dev,73,6
Google,63,12
Bing,27,1
caces.us,24,5
github.com,22,5
spatialmodel.com,8,2
groups.google.com,4,3
opensustain.tech,2,2
pnas.org,1,1
