referrer,views_total,views_unique
Google,61,19
inmap.run,46,7
pkg.go.dev,27,1
github.com,26,4
notebooks.githubusercontent.com,19,3
groups.google.com,3,1
chatgpt.com,3,1
zenodo.org,2,1
pnas.org,2,1
Bing,1,1
