referrer,views_total,views_unique
Google,32,20
inmap.run,26,16
pkg.go.dev,13,4
spatialmodel.com,12,5
caces.us,7,2
github.com,6,6
Bing,6,2
saas-eu.whitesourcesoftware.com,2,1
app-eu.whitesourcesoftware.com,2,1
statics.teams.cdn.office.net,1,1
