referrer,views_total,views_unique
github.com,57,15
Google,14,9
inmap.run,11,6
Bing,7,2
DuckDuckGo,1,1
chatgpt.com,1,1
notebooks.githubusercontent.com,1,1
pkg.go.dev,1,1
