time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-01 00:00:00+00:00,29,16,18,14
2026-07-02 00:00:00+00:00,32,12,8,5
2026-07-03 00:00:00+00:00,16,7,30,14
2026-07-04 00:00:00+00:00,13,7,3,3
2026-07-05 00:00:00+00:00,26,12,15,8
2026-07-06 00:00:00+00:00,11,6,11,8
2026-07-07 00:00:00+00:00,37,13,5,5
2026-07-08 00:00:00+00:00,22,9,24,11
2026-07-09 00:00:00+00:00,4,3,37,13
2026-07-10 00:00:00+00:00,3,3,19,9
2026-07-11 00:00:00+00:00,3,3,3,3
2026-07-12 00:00:00+00:00,11,6,5,5
2026-07-13 00:00:00+00:00,14,8,10,5
2026-07-14 00:00:00+00:00,20,11,24,8
