time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-11 00:00:00+00:00,5.0,3.0,25,4
2023-02-13 00:00:00+00:00,3.0,2.0,17,5
2023-02-14 00:00:00+00:00,1.0,1.0,23,7
2023-02-15 00:00:00+00:00,,,42,8
2023-02-16 00:00:00+00:00,4.0,1.0,32,9
2023-02-17 00:00:00+00:00,2.0,1.0,34,13
2023-02-18 00:00:00+00:00,9.0,2.0,12,4
2023-02-19 00:00:00+00:00,,,2,1
2023-02-20 00:00:00+00:00,2.0,1.0,9,4
2023-02-21 00:00:00+00:00,4.0,3.0,81,9
2023-02-22 00:00:00+00:00,7.0,3.0,55,14
2023-02-23 00:00:00+00:00,2.0,1.0,55,10
2023-02-24 00:00:00+00:00,3.0,2.0,25,8
