referrer,views_total,views_unique
github.com,70,29
Google,33,18
chatgpt.com,9,4
inmap.run,6,4
yandex.ru,6,3
Bing,2,2
DuckDuckGo,1,1
notebooks.githubusercontent.com,1,1
pkg.go.dev,1,1
