time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-17 00:00:00+00:00,7,3,31,4
2025-12-18 00:00:00+00:00,9,5,56,5
2025-12-19 00:00:00+00:00,25,17,54,5
2025-12-20 00:00:00+00:00,14,5,4,3
2025-12-21 00:00:00+00:00,31,14,46,4
2025-12-22 00:00:00+00:00,20,14,32,8
2025-12-23 00:00:00+00:00,14,6,8,1
2025-12-24 00:00:00+00:00,15,5,58,10
2025-12-25 00:00:00+00:00,10,4,3,3
2025-12-26 00:00:00+00:00,13,6,15,4
2025-12-27 00:00:00+00:00,12,6,7,6
2025-12-28 00:00:00+00:00,16,6,2,2
2025-12-29 00:00:00+00:00,15,5,7,4
2025-12-30 00:00:00+00:00,4,2,31,7
