time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-06-29 00:00:00+00:00,62.0,39.0,53,12
2023-06-30 00:00:00+00:00,121.0,61.0,14,7
2023-07-01 00:00:00+00:00,150.0,73.0,20,4
2023-07-02 00:00:00+00:00,162.0,70.0,3,2
2023-07-03 00:00:00+00:00,159.0,70.0,13,6
2023-07-04 00:00:00+00:00,154.0,69.0,2,2
2023-07-05 00:00:00+00:00,151.0,88.0,13,6
2023-07-06 00:00:00+00:00,162.0,81.0,13,8
2023-07-07 00:00:00+00:00,88.0,60.0,31,10
2023-07-08 00:00:00+00:00,62.0,38.0,19,2
2023-07-09 00:00:00+00:00,59.0,36.0,26,7
2023-07-10 00:00:00+00:00,59.0,36.0,25,5
2023-07-11 00:00:00+00:00,2.0,2.0,46,10
2023-07-12 00:00:00+00:00,,,11,5
