time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-31 00:00:00+00:00,1,1,7,7
2026-02-01 00:00:00+00:00,11,7,3,2
2026-02-02 00:00:00+00:00,10,6,17,11
2026-02-03 00:00:00+00:00,18,10,13,8
2026-02-04 00:00:00+00:00,5,5,17,4
2026-02-05 00:00:00+00:00,18,10,28,7
2026-02-06 00:00:00+00:00,2,2,9,6
2026-02-07 00:00:00+00:00,29,11,13,4
2026-02-08 00:00:00+00:00,14,6,2,2
2026-02-09 00:00:00+00:00,16,9,32,9
2026-02-10 00:00:00+00:00,2,2,19,11
2026-02-11 00:00:00+00:00,10,6,34,12
2026-02-12 00:00:00+00:00,36,18,56,6
2026-02-13 00:00:00+00:00,29,23,16,10
