time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-21 00:00:00+00:00,4,2,9,6
2025-02-22 00:00:00+00:00,5,3,4,4
2025-02-23 00:00:00+00:00,5,2,3,3
2025-02-24 00:00:00+00:00,6,3,21,6
2025-02-25 00:00:00+00:00,5,3,83,14
2025-02-26 00:00:00+00:00,4,3,84,17
2025-02-27 00:00:00+00:00,4,2,26,8
2025-02-28 00:00:00+00:00,2,2,58,9
2025-03-01 00:00:00+00:00,4,2,4,4
2025-03-02 00:00:00+00:00,4,2,18,7
2025-03-03 00:00:00+00:00,8,4,32,4
2025-03-04 00:00:00+00:00,14,5,51,12
2025-03-05 00:00:00+00:00,8,5,20,6
2025-03-06 00:00:00+00:00,6,5,18,6
