referrer,views_total,views_unique
Google,93,14
inmap.run,50,12
spatialmodel.com,30,4
pkg.go.dev,12,3
zenodo.org,9,3
Bing,8,1
github.com,4,2
notebooks.githubusercontent.com,2,1
pnas.org,1,1
