url_path,views_total,views_unique
/spatialmodel/inmap,110,54
/spatialmodel/inmap/releases,86,30
/spatialmodel/inmap/blob/master/eval/nei2005Config.toml,41,10
/spatialmodel/inmap/tree/master/cmd/inmap,21,9
/spatialmodel/inmap/blob/master/website/static/blog/2019-04-20-sr/sr_example.ipynb,19,5
/spatialmodel/inmap/tree/master/eval,18,5
/spatialmodel/inmap/tree/master/cmd,13,6
/spatialmodel/inmap/blob/master/README.md,12,6
/spatialmodel/inmap/tree/v1.9.6,12,1
/spatialmodel/inmap/compare/v1.9.5...v1.9.6,11,7
