time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-16 00:00:00+00:00,6,6,11,3
2025-07-17 00:00:00+00:00,4,4,26,9
2025-07-18 00:00:00+00:00,2,2,10,4
2025-07-19 00:00:00+00:00,3,3,6,4
2025-07-20 00:00:00+00:00,6,6,45,2
2025-07-21 00:00:00+00:00,3,3,18,3
2025-07-22 00:00:00+00:00,6,6,4,4
2025-07-23 00:00:00+00:00,6,6,15,4
2025-07-24 00:00:00+00:00,28,28,3,2
2025-07-25 00:00:00+00:00,9,9,5,5
2025-07-26 00:00:00+00:00,10,10,5,1
2025-07-27 00:00:00+00:00,9,9,10,4
2025-07-28 00:00:00+00:00,7,7,15,7
2025-07-29 00:00:00+00:00,5,5,27,4
