referrer,views_total,views_unique
Google,49,10
inmap.run,40,11
pkg.go.dev,22,3
chatgpt.com,16,2
github.com,9,4
docs.google.com,4,1
spatialmodel.com,3,2
Bing,1,1
notebooks.githubusercontent.com,1,1
groups.google.com,1,1
