referrer,views_total,views_unique
github.com,35,15
inmap.run,27,6
Google,23,9
Bing,3,2
chatgpt.com,3,1
claude.ai,2,1
pkg.go.dev,2,1
pmc.ncbi.nlm.nih.gov,1,1
ya.ru,1,1
