time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-03-08 00:00:00+00:00,99.0,74.0,43,22
2023-03-09 00:00:00+00:00,61.0,42.0,45,11
2023-03-10 00:00:00+00:00,69.0,34.0,33,11
2023-03-11 00:00:00+00:00,25.0,19.0,4,2
2023-03-12 00:00:00+00:00,2.0,2.0,14,4
2023-03-13 00:00:00+00:00,67.0,45.0,8,6
2023-03-14 00:00:00+00:00,105.0,59.0,40,7
2023-03-15 00:00:00+00:00,76.0,54.0,54,7
2023-03-16 00:00:00+00:00,162.0,84.0,35,10
2023-03-17 00:00:00+00:00,113.0,64.0,40,11
2023-03-18 00:00:00+00:00,28.0,25.0,12,3
2023-03-19 00:00:00+00:00,1.0,1.0,5,5
2023-03-20 00:00:00+00:00,2.0,2.0,27,7
2023-03-21 00:00:00+00:00,,,49,9
