time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-24 00:00:00+00:00,,,20,9
2024-10-25 00:00:00+00:00,,,26,10
2024-10-26 00:00:00+00:00,1.0,1.0,19,5
2024-10-27 00:00:00+00:00,,,14,2
2024-10-28 00:00:00+00:00,4.0,3.0,31,9
2024-10-29 00:00:00+00:00,,,11,5
2024-10-30 00:00:00+00:00,,,16,5
2024-10-31 00:00:00+00:00,1.0,1.0,48,9
2024-11-01 00:00:00+00:00,,,16,6
2024-11-02 00:00:00+00:00,1.0,1.0,7,3
2024-11-03 00:00:00+00:00,1.0,1.0,6,2
2024-11-04 00:00:00+00:00,4.0,3.0,22,9
2024-11-05 00:00:00+00:00,,,36,12
2024-11-06 00:00:00+00:00,1.0,1.0,68,9
