time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-10 00:00:00+00:00,4.0,3.0,11,9
2024-12-11 00:00:00+00:00,7.0,4.0,37,5
2024-12-12 00:00:00+00:00,1.0,1.0,43,11
2024-12-13 00:00:00+00:00,4.0,1.0,150,10
2024-12-14 00:00:00+00:00,,,28,6
2024-12-15 00:00:00+00:00,2.0,1.0,5,2
2024-12-16 00:00:00+00:00,4.0,2.0,90,5
2024-12-17 00:00:00+00:00,1.0,1.0,31,11
2024-12-18 00:00:00+00:00,3.0,1.0,33,10
2024-12-19 00:00:00+00:00,2.0,2.0,27,10
2024-12-20 00:00:00+00:00,3.0,2.0,32,10
2024-12-21 00:00:00+00:00,2.0,1.0,1,1
2024-12-22 00:00:00+00:00,,,1,1
2024-12-23 00:00:00+00:00,,,1,1
