referrer,views_total,views_unique
Google,60,20
inmap.run,33,8
github.com,29,6
pkg.go.dev,23,2
notebooks.githubusercontent.com,19,3
chatgpt.com,5,2
pnas.org,2,1
Bing,1,1
spatialmodel.com,1,1
