time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-03 00:00:00+00:00,1,1,149,14
2023-11-04 00:00:00+00:00,1,1,81,5
2023-11-05 00:00:00+00:00,2,2,168,5
2023-11-06 00:00:00+00:00,2,2,64,9
2023-11-07 00:00:00+00:00,1,1,170,9
2023-11-08 00:00:00+00:00,2,2,32,11
2023-11-09 00:00:00+00:00,1,1,33,10
2023-11-10 00:00:00+00:00,2,2,33,7
2023-11-11 00:00:00+00:00,1,1,8,1
2023-11-12 00:00:00+00:00,1,1,11,1
2023-11-13 00:00:00+00:00,4,4,85,10
2023-11-14 00:00:00+00:00,2,2,19,9
2023-11-15 00:00:00+00:00,2,2,34,9
2023-11-16 00:00:00+00:00,821,2,74,6
