url_path,views_total,views_unique
/spatialmodel/inmap,49,28
/spatialmodel/inmap/releases,42,18
/spatialmodel/inmap/blob/master/eval/nei2005Config.toml,7,5
/spatialmodel/inmap/releases/tag/v1.9.6,5,3
/spatialmodel/inmap/tree/master,4,3
/spatialmodel/inmap/tree/master/.github,4,3
/spatialmodel/inmap/blob/master/docs/output_options.md,4,2
/spatialmodel/inmap/issues,4,2
/spatialmodel/inmap/blob/master/website/static/blog/2019-04-20-sr/sr_example.ipynb,3,2
/spatialmodel/inmap/blob/master/website/static/blog/2019-04-20-sr/sr_util.py,3,2
