referrer,views_total,views_unique
Google,89,22
inmap.run,41,17
github.com,25,7
pkg.go.dev,20,3
spatialmodel.com,13,5
zenodo.org,13,4
Bing,9,1
groups.google.com,7,4
mail.google.com,4,1
notebooks.githubusercontent.com,1,1
