time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-03-25 00:00:00+00:00,126,69,3,3
2023-03-26 00:00:00+00:00,90,56,7,4
2023-03-27 00:00:00+00:00,58,47,20,8
2023-03-28 00:00:00+00:00,64,50,11,6
2023-03-29 00:00:00+00:00,74,51,31,6
2023-03-30 00:00:00+00:00,29,19,46,10
2023-03-31 00:00:00+00:00,80,14,68,3
2023-04-01 00:00:00+00:00,18,7,16,4
2023-04-02 00:00:00+00:00,4,3,2,1
2023-04-03 00:00:00+00:00,99,66,29,8
2023-04-04 00:00:00+00:00,165,83,35,9
2023-04-05 00:00:00+00:00,155,84,62,20
2023-04-06 00:00:00+00:00,92,56,46,9
2023-04-07 00:00:00+00:00,58,32,35,11
