referrer,views_total,views_unique
Google,74,18
inmap.run,36,13
pkg.go.dev,15,2
zenodo.org,13,4
spatialmodel.com,12,4
Bing,11,2
github.com,4,4
mail.google.com,4,1
groups.google.com,3,2
caces.us,1,1
